consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,6686a110135b1a9aca0610ad,Employed full-time,2,5,2,6,5,5,5,4,5,3,5,4,3,5,6,8,6,6,It depends / about the same,3,3,3,4,4,AI has helped me to recognize my weaknesses and strengths. I could learn from AI daily. ,I would say AI can help me become more accurate in problem decision-making.,Agree,Health & Social Care,Director / Executive (leads departments or major functions),250-999 people,40-49 hours,26-50%,3-5 years,35-44,Canada,Woman
1,5be2fadf5e9fd30001696162,Employed full-time,0,6,4,3,3,4,4,6,1,1,1,1,1,4,9,9,7,9,People who know me understand me better than AI does,3,3,4,3,3,"it has not yet as we do not use it, but I do fear some of my tasks will become obsolete as AI takes over. It makes me worry and I feel more insecure, though I think it will take many years for this to happen in my sector","None, I dislike AI and though it can benefit us, I believe we will overuse it and it will ultimately detrimentally affect us",Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,0% (none of my tasks),3-5 years,45-54,UK,Woman
1,67425ff05a1e573622ade37a,Employed full-time,3,6,3,6,7,6,7,3,3,2,2,2,2,6,9,8,7,8,People who know me understand me better than AI does,4,3,3,3,3,It hasn't changed the sense of who I am at all. What it has done is given me an extra hand,Track all work and communications to create end of year performance reviews,Agree,Information Technology & Software,Manager / Team leader (supervises others),"5,000 or more people",Fewer than 10 hours,1-10%,3-5 years,45-54,UK,Woman
1,6745a109abe2c54d0f2759e1,Employed full-time,3,6,6,4,4,6,5,6,4,1,2,1,1,5,7,7,6,8,People who know me understand me better than AI does,4,4,4,5,3,"Not really. But the thing is, I started a new job this year. Before that, I was doing the exact role but we werent allowed to used any AI. It was seem as cheating. I started this new job, and here it is actually seem as a good thing. So i have been using it everyday ever since, and to be honest, its only to help me with my ideas or organisational skills. I input everything.","Not sure, if and when it will do my work for myseld. Then im done.",Agree,"Marketing, Advertising & Communications",Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,26-50%,6-11 months,25-34,UK,Woman
1,62a8e8d53d81e31a0c0331d3,Employed full-time,3,5,4,5,6,6,3,4,6,6,6,6,3,6,8,7,7,8,People who know me understand me better than AI does,4,4,3,4,3,it has made me more efficent,give me more direction,Agree,"Mining, Energy & Utilities",Manager / Team leader (supervises others),250-999 people,40-49 hours,11-25%,1-2 years,35-44,UK,Man
1,672e4bec60ab7fbffe5272d5,Employed part-time,3,5,5,5,6,6,6,4,5,4,6,6,4,5,8,8,8,8,People who know me understand me better than AI does,4,4,4,3,3,"Not so much, it has made me a lot lazier though",I can't think of any,Agree,Information Technology & Software,"Senior specialist (highly experienced, no direct reports)",10-49 people,30-39 hours,26-50%,6-11 months,25-34,UK,Man
1,614662c1c31697525616534f,Employed full-time,3,5,3,5,6,6,6,4,5,4,6,3,3,5,9,9,7,8,People who know me understand me better than AI does,4,4,4,4,4,I find I am more of a data researcher in terms of finding information to assist guests and find the best solutions,If AI use expanded to be more guest friendly in terms of preferences for each customer based on history,Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,26-50%,6-10 years,55-65,US,Man
1,5bbb5e3f118c0600013c3202,Employed full-time,3,6,4,6,7,7,5,6,7,7,5,7,7,5,7,8,6,9,People who know me understand me better than AI does,4,4,5,3,3,It has simplified my life and made my work load easier,Just keep updating it so that it always knows and understands the questions it is being asked,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,40-49 hours,26-50%,More than 10 years,35-44,UK,Woman
1,6648b380adcc8b522c401d27,Self-employed / freelance,2,5,6,5,5,6,6,7,6,2,5,5,2,6,8,9,8,7,People who know me understand me better than AI does,4,4,4,5,4,AI is slowly taking over my job and making me feel undermined and that I will soon be obselete,If AI could be used as an assisstant instead of the teacher then I could keep my job.,Agree,Education & Training,Intermediate / Experienced (non-management professional),Just me (self-employed / freelance),20-29 hours,1-10%,6-10 years,55-65,UK,Woman
1,66bc9847760de03da07d1f28,Employed full-time,2,2,2,2,6,4,6,2,4,4,4,2,4,5,5,8,7,8,People who know me understand me better than AI does,2,2,2,1,2,did not change my sense of who I am,"AI has nothing to do with my identity, it is just a tool I use to make my work easier",Agree,"Retail, Sales & Consumer Services",Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,11-25%,6-10 years,25-34,UK,Prefer not to say
1,5c180a3ac59c17000167491e,Employed full-time,3,5,2,5,6,6,5,2,7,5,6,6,2,6,7,7,5,8,AI systems understand me better than people I work with,3,2,2,1,1,"It has helped me be more productive, allowing me to work on more complex tasks while AI does the routine stuff effortlessly and easily.","Nothing, it has aided my work well.",Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),"5,000 or more people",50 hours or more,11-25%,More than 10 years,35-44,UK,Man
1,5fbf94f2891c55203896f7dc,Employed full-time,3,6,2,6,7,6,5,4,6,5,6,3,4,5,8,9,7,6,People who know me understand me better than AI does,3,4,4,3,2,"it hasn't changed me at all but i feel it was needed at least for me. it depends really how you use it. ideas are still mine and it's just i can work quicker now, so it's helpful rather than being an enemy.","can't think of any to be honest. maybe, knowing how to use it and then making it freely available for everyone to use.",Agree,Education & Training,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,0% (none of my tasks),1-2 years,45-54,UK,Man
1,608d247fc141c8230ce3ebdc,Employed full-time,3,6,3,4,6,6,5,6,4,4,6,3,5,5,7,9,6,6,AI systems understand me better than people I work with,4,3,3,3,2,AI has given me the confidence to be able to perform my job and do it well,better and clearer response options,Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,26-50%,3-5 years,25-34,UK,Man
1,644fdc8d0d748ff99020fcae,Employed full-time,1,2,1,4,7,4,4,1,2,1,1,1,1,4,5,5,5,7,People who know me understand me better than AI does,4,4,4,4,2,"It hasn't had any impact.  It can be a useful tool, but doesn't affect who I am.",Nothing,Agree,"Finance, Banking & Insurance","Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,1-10%,3-5 years,55-65,UK,Man
1,5ef7783026861249d8eb58ef,Employed full-time,3,7,1,7,7,7,7,1,4,1,5,4,3,7,10,10,8,10,It depends / about the same,3,4,4,4,4,A.I has not changed anything in this respect. It simply provides quick accurate areas of information when needed.,Faster and more knowledgeable in general.,Agree,Construction & Trades,Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,1-10%,More than 10 years,55-65,UK,Man
1,5ff591cba89e1b000bfb9852,Employed full-time,3,5,2,4,6,6,4,1,3,5,4,3,3,4,5,5,6,5,People who know me understand me better than AI does,4,2,3,3,3,AI has made me more efficient. I can focus on my complex tasks because I use AI to help write emails and aggregate data.,I would develop AI to help me with more complex and deep thinking type decisions.,Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,1-10%,6-10 years,35-44,US,Man
1,67c60b46b619cad09b65ab51,Employed full-time,3,5,3,6,5,4,5,2,5,6,5,5,4,5,8,10,8,7,People who know me understand me better than AI does,5,4,5,5,4,"It has pushed me to think of myself less as someone who must personally produce every answer or solution, and more as someone who orchestrates information, tools, and perspectives",make it average,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),50-249 people,50 hours or more,26-50%,More than 10 years,45-54,UK,Woman
1,5ced0da70afd6e0001a9f211,Employed part-time,2,5,2,7,7,7,7,1,6,1,2,1,1,5,8,9,8,8,People who know me understand me better than AI does,3,4,3,4,4,"It has actually made me feel a bit smarter and organised, as I have to figure out how to use AI to be relevant and actually useful for what I do.",Be more help with very specific things I need help with ,Agree,Education & Training,Manager / Team leader (supervises others),"5,000 or more people",20-29 hours,11-25%,3-5 years,35-44,UK,Woman
1,6156fef09d1ab07148870099,Employed full-time,2,6,4,4,7,4,6,6,2,1,3,1,1,6,7,9,5,7,People who know me understand me better than AI does,1,2,1,1,0,quicker to do code,no having to check everything,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,1-10%,More than 10 years,45-54,UK,Woman
1,5764ed3a0f349f0007891d51,Employed part-time,2,6,1,6,6,4,4,2,4,4,1,1,1,4,7,7,8,9,People who know me understand me better than AI does,5,5,5,4,4,AI has not affected my work as a teacher at all. It's a job that can only be done by a human,Nothing,Agree,Education & Training,Intermediate / Experienced (non-management professional),Not sure,10-19 hours,0% (none of my tasks),6-11 months,55-65,UK,Woman
1,673f26da7253bddafdf6ab79,Employed full-time,3,4,3,5,5,4,5,7,4,3,3,2,4,7,5,8,8,5,It depends / about the same,3,4,3,4,3,Haven't noticed a change yet.,If it helped me to be more efficient in my work.,Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,51-75%,3-5 years,18-24,UK,Woman
1,66797282e8fc8fbb1c67d1ae,Employed full-time,3,6,5,6,5,5,6,7,3,3,5,6,5,5,3,6,3,6,People who know me understand me better than AI does,4,4,5,4,2,It has made me question my skillset and I worry I could be replaced.,"Clarity on how I can work with it, rather than be replaced.",Agree,Manufacturing & Production,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,11-25%,3-5 years,25-34,Ireland,Man
1,67e97d506e0dfa7ff0b407c5,Employed full-time,3,7,1,7,7,7,1,1,7,1,7,7,1,7,10,10,10,10,It depends / about the same,5,5,5,5,5,It has improved my thinking and creativity,AI could become more context‑aware of organizational culture and values.,Agree,Manufacturing & Production,Manager / Team leader (supervises others),250-999 people,30-39 hours,26-50%,3-5 years,35-44,US,Man
1,60819ba1a8862e33495f8914,Employed part-time,1,1,3,1,3,4,3,5,4,1,2,2,5,3,0,0,0,5,People who know me understand me better than AI does,1,2,2,3,1,It hasn't at all.,AI is not linked to my purpose or identity at work.,Agree,Information Technology & Software,"Entry level (early career, trainee, or assistant)",Not sure,20-29 hours,1-10%,1-2 years,25-34,UK,Man
1,6658c4239af9537eefdfbcc9,Employed full-time,0,5,6,5,5,5,5,6,5,5,5,6,4,5,7,8,7,8,It depends / about the same,4,4,3,4,4,It makes writing some documents a little easier,Save me time summarising emails,Agree,"Professional, Scientific & Technical Services","Entry level (early career, trainee, or assistant)","5,000 or more people",40-49 hours,1-10%,1-2 years,25-34,UK,Woman
1,6744d143eddffd17d345b192,Employed part-time,3,4,3,4,5,5,6,4,5,3,4,3,5,4,4,6,3,5,People who know me understand me better than AI does,3,2,2,1,1,"It has for sure allowed me to be more efficient, which in turn takes a little stress off the top... which is great for me as I am prone to stress especially in a work context.","I guess if the stigma of using AI as a tool was obsolete, which I'm sure it will be the more it is integrated into daily life.",Agree,"Retail, Sales & Consumer Services","Entry level (early career, trainee, or assistant)",10-49 people,20-29 hours,1-10%,1-2 years,25-34,UK,Man
1,6310c063bd0cce86b0289d20,Employed full-time,2,6,7,3,2,1,2,7,2,6,6,5,7,6,6,7,8,6,It depends / about the same,5,4,4,4,5,It had made me more efficient but also made me feel less in-control of my work and less valued.,I'd like to see it scrapped.,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,11-25%,3-5 years,25-34,UK,Man
1,66ba0b7a6409fb3e347e90b8,Employed full-time,3,6,2,6,6,6,6,2,6,2,4,2,2,4,8,8,8,8,People who know me understand me better than AI does,4,4,4,3,4,It didn't changed anything the only thing that AI did for me was to improve my life at work in terms of providing me more free time in some tasks.,Can't think of any.,Agree,Information Technology & Software,Manager / Team leader (supervises others),"1,000-4,999 people",40-49 hours,11-25%,3-5 years,35-44,UK,Man
1,5dd9a7ff98981d926df9ea18,Employed full-time,3,3,1,7,7,7,7,1,7,2,1,1,1,5,3,7,6,4,People who know me understand me better than AI does,4,5,4,4,4,"It assists me in doing a lot of work much faster and automating some mundane tasks, or for parsing information","I think the ability to build AI to automate software in which you do not have admin access, for example making a new contact on a CRM would be a game changer",Agree,Government & Public Administration,"Senior specialist (highly experienced, no direct reports)","1,000-4,999 people",40-49 hours,26-50%,1-2 years,25-34,UK,Man
1,59e7232f24d7bf00012f112e,Employed full-time,3,7,2,7,7,7,5,3,7,2,5,5,4,4,10,10,8,8,People who know me understand me better than AI does,4,4,3,3,4,"It has not changed anything other than make me more useful, comfortable with my skills and capacity",Full integration and acceptance,Agree,Health & Social Care,Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,1-10%,6-10 years,35-44,UK,Man
1,60da18693053b2c1d420085f,Employed full-time,3,1,7,2,1,1,1,7,4,6,2,1,5,1,5,2,2,3,People who know me understand me better than AI does,1,1,0,3,1,AI has proved that I am not needed in my job and that I am very replaceable. ,To not exist,Agree,"Finance, Banking & Insurance","Senior specialist (highly experienced, no direct reports)",250-999 people,30-39 hours,26-50%,3-5 years,25-34,UK,Woman
1,67bb91a04f5f96b7ac52242d,Employed full-time,3,7,1,7,7,7,6,1,7,1,3,3,1,7,10,10,10,10,It depends / about the same,5,5,5,5,5,it has increased my efficiency and timelines these days i complete task much faster ,when every one could personalize their AI to their own personal routine and preference ,Agree,Construction & Trades,Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,26-50%,3-5 years,18-24,Canada,Man
1,5da18dd5f362630015ee5f72,Self-employed / freelance,2,6,1,5,7,5,6,2,5,2,2,2,4,4,8,9,8,9,People who know me understand me better than AI does,4,4,3,3,4,it makes me more efficient,not sure,Agree,"Retail, Sales & Consumer Services",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),20-29 hours,1-10%,6-10 years,45-54,UK,Woman
1,641384b3dffcf39ec42d3c23,Employed full-time,3,7,1,7,7,6,7,1,4,1,3,1,1,6,8,10,8,9,People who know me understand me better than AI does,4,5,3,3,4,not at all,"it could not, it enhances only my efficiency.",Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,More than 10 years,45-54,UK,Man
1,596f2a1f50e2f000016fd93b,Employed part-time,2,7,4,4,5,6,4,3,2,2,4,3,5,4,6,6,3,5,It depends / about the same,2,1,0,0,1,"No, it hasn't. It isn't used enough at work for that. I use it more outside of work. ",I can't think of one. I don't see how it could. ,Agree,Education & Training,Intermediate / Experienced (non-management professional),50-249 people,10-19 hours,1-10%,3-5 years,35-44,UK,Woman
1,6716f188b131fa30ab5365c2,Employed full-time,1,6,2,6,5,5,6,5,5,3,4,3,2,5,9,8,7,8,People who know me understand me better than AI does,4,3,4,3,4,AI has helped me with who I am at work. It has opened me up to be more calm and relaxed on the job. I also think it has shown me how to be more open minded when making work decisions.,Just to work with AI and have its opinion on matters ,Agree,Manufacturing & Production,"Entry level (early career, trainee, or assistant)","1,000-4,999 people",50 hours or more,11-25%,More than 10 years,35-44,US,Man
1,5f0db498f5e4e102c0f65b67,Employed full-time,3,5,2,3,5,5,7,2,5,2,2,5,1,4,6,6,4,6,People who know me understand me better than AI does,3,4,1,2,1,"It has improved my productivity and quality of work, i feel as if my work is a lot more reliable and it makes it easier to complete other tasks that need my focus.",Maybe for AI to have an understanding and barrier between sharing tasks instead of automatically doing them,Agree,"Transport, Logistics & Warehousing",Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,11-25%,3-5 years,18-24,UK,Woman
1,5edbd2c61d9e420b6b420343,Employed full-time,3,5,4,6,4,5,5,2,5,2,3,2,5,4,7,8,8,8,People who know me understand me better than AI does,4,4,4,4,4,"It's made me question whether I should be using AI more, and more efficiently.  However it hasn't changed my sense of who I am.",I can't think of anything.  I think the world needs to step back and consider use of AI and whether it is helping society or hindering.,Agree,"Professional, Scientific & Technical Services",Director / Executive (leads departments or major functions),"1,000-4,999 people",40-49 hours,1-10%,6-10 years,35-44,UK,Woman
1,5dd11ee349f6071aef4519bb,Employed full-time,1,5,1,7,7,4,4,1,1,4,1,1,1,4,7,9,5,6,People who know me understand me better than AI does,4,5,3,3,4,it hasn't changed me at all,"I haven't found out how it would do that as the work involves contractors, plant and machinery.",Agree,"Mining, Energy & Utilities","Senior specialist (highly experienced, no direct reports)","1,000-4,999 people",30-39 hours,0% (none of my tasks),3-5 years,55-65,UK,Man
1,611e4473b1bc14664b7aa068,Employed full-time,3,6,5,6,6,6,4,4,6,5,5,5,2,5,7,7,5,7,People who know me understand me better than AI does,3,3,3,4,3,"It helped me deliver quicker and more effective, at same time i learn more during the process",No change needed,Agree,"Media, Arts & Entertainment","Senior specialist (highly experienced, no direct reports)",50-249 people,30-39 hours,26-50%,3-5 years,35-44,UK,Man
1,55d51a6b8ce09000127d4821,Employed full-time,3,2,2,4,7,6,6,2,3,2,2,1,1,5,7,8,5,8,People who know me understand me better than AI does,2,3,3,2,2,"It hasn't really, but it allows me to look wider and find more inspiration when I am doing research for new projects. ","I don't think there is anything. Maybe it could give me certain goals for each day, or motivation. But i'm not sure if this would actually be effective.",Agree,"Non-profit, Community & Charity Work",Manager / Team leader (supervises others),250-999 people,40-49 hours,1-10%,1-2 years,35-44,UK,Man
1,5eff628ae58b0e018913f939,Employed full-time,3,4,7,5,4,2,2,7,5,5,7,5,1,3,2,8,4,9,It depends / about the same,2,4,3,2,3,"It's changed a lot of QoL stuff, and I don't need to pay as much attention anymore as AI does all the cross reading. ","Less present, and be more in a 'need be' scenario for additional assistance.",Agree,Information Technology & Software,"Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,26-50%,6-10 years,35-44,Ireland,Man
1,5ba33d995196c600014853b6,Self-employed / freelance,3,6,2,7,7,6,6,1,6,3,6,3,2,4,7,8,8,7,People who know me understand me better than AI does,4,4,4,4,4,I don't feel AI at work has particularly changed any sense of who I am. I can only say it has made a few tasks less monotonous and saved some time.,"I can't think of a may for AI to improve my identity. My purpose has perhaps been improved slightly as I use the AI every day to perform some tasks, leaving myself a little more time to double check my work.",Agree,Information Technology & Software,"Senior specialist (highly experienced, no direct reports)",250-999 people,30-39 hours,26-50%,6-10 years,45-54,UK,Man
1,56aa2ab9402d62000c7096f2,Employed full-time,2,7,1,7,7,7,7,1,7,1,2,1,1,7,10,10,10,9,People who know me understand me better than AI does,5,5,5,4,5,"It hasn't change my sense of who I am at work and I think most of my colleagues would feel the same way. It is useful to use but it hasn't changed me, just speeded up some of the more difficult or slower parts of my job","Maybe if I used it more often, but I don't think it could change me as a person really.",Agree,"Transport, Logistics & Warehousing","Entry level (early career, trainee, or assistant)",50-249 people,40-49 hours,1-10%,1-2 years,55-65,UK,Woman
1,5ca9106716aa84001725d880,Employed full-time,3,3,6,4,2,3,5,6,6,5,4,7,1,3,5,3,5,1,People who know me understand me better than AI does,4,4,1,3,4,It makes me feel more likely to be made redundant / replaced with AI ,use it alongside my tasks not for my tasks ,Agree,Information Technology & Software,Director / Executive (leads departments or major functions),"1,000-4,999 people",30-39 hours,26-50%,3-5 years,25-34,UK,Woman
1,63e51ccb431bed8154fc6aae,Employed full-time,3,5,2,5,6,6,5,2,6,2,4,4,3,5,7,8,5,7,People who know me understand me better than AI does,2,1,2,2,2,"I don't feel like AI has changed the person I am at work, though I do feel like it's given me certain tools and resource to be more productive than I have been previously.","I'm not sure AI could improve my purpose, but I would prefer if it was more personalised, so it knew me better. That would help it understand my input better and there would be less mistakes.",Agree,"Professional, Scientific & Technical Services",Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,26-50%,6-11 months,35-44,UK,Man
1,600eccf35bb4996e7d3c694f,Employed full-time,2,4,4,4,4,4,5,5,3,4,4,4,4,4,5,3,6,5,It depends / about the same,3,3,3,4,3,I am more articulate on emails,Less robot like in the words ,Agree,Manufacturing & Production,Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,11-25%,Less than 6 months,25-34,UK,Woman
1,60455b1578f6f36a3e8ea81c,Employed full-time,2,4,3,4,5,4,5,6,6,5,5,5,2,3,9,9,9,9,People who know me understand me better than AI does,3,2,2,1,2,I worry that it may eventually replace me because I work at a healthcare call centre.,Being able to quickly analyse and present lists of patients' symptoms.,Agree,Health & Social Care,Intermediate / Experienced (non-management professional),"1,000-4,999 people",30-39 hours,1-10%,3-5 years,35-44,UK,Man
1,677e711cdae0199f19d68029,Employed part-time,1,7,2,6,7,6,7,4,6,1,6,1,1,4,8,10,5,7,People who know me understand me better than AI does,4,4,3,2,2,It hasn't changed the sense of who I am.,No idea,Agree,Health & Social Care,Manager / Team leader (supervises others),"1,000-4,999 people",20-29 hours,11-25%,6-10 years,55-65,UK,Woman
1,59b5a275c05bb50001eb3c4b,Employed full-time,2,6,3,5,7,6,5,1,5,1,6,5,2,6,8,9,7,9,People who know me understand me better than AI does,4,4,3,3,3,i  think it makes me work better if frees up my time,i do not know,Agree,Manufacturing & Production,Intermediate / Experienced (non-management professional),10-49 people,40-49 hours,1-10%,3-5 years,45-54,UK,Man
1,66c22e5047c213ce362b4377,Employed full-time,3,6,4,6,6,6,6,4,5,3,5,4,3,6,7,7,6,7,People who know me understand me better than AI does,3,3,3,3,3,High level skills have become more important.,Quality of work,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,26-50%,1-2 years,25-34,UK,Man
1,5c9cb71960a25400174337a0,Employed full-time,1,6,2,6,7,2,2,1,1,1,1,1,4,2,6,10,3,6,People who know me understand me better than AI does,3,4,4,4,2,It hasn't ,I wouldn't ,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,0% (none of my tasks),3-5 years,25-34,UK,Man
1,5a47473899311d0001df550e,Employed full-time,1,2,1,5,6,6,6,1,5,1,1,1,1,5,5,10,5,4,AI systems understand me better than people I work with,2,1,4,3,3,It hasn't really.  It has made me slightly more efficient in some areas but hasn't changed the sense of who I am,I can't think of anything because it doesn't have any affect on my identity,Agree,Health & Social Care,"Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,1-10%,1-2 years,35-44,UK,Woman
1,647869e6f69318bacc341d53,Employed full-time,1,3,2,3,5,5,6,2,2,4,5,2,4,4,2,4,2,6,People who know me understand me better than AI does,2,2,2,2,2,it has not changed ,if it got me praise from manager,Agree,Health & Social Care,Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,11-25%,6-10 years,45-54,UK,Woman
1,67667c5a2dde32ea7b0b66c7,Employed full-time,3,6,3,5,5,5,3,2,4,2,5,3,2,5,8,8,8,8,It depends / about the same,4,4,4,4,4,Feel advanced or more skilled in my work,Promotion,Agree,"Non-profit, Community & Charity Work",Manager / Team leader (supervises others),250-999 people,30-39 hours,26-50%,3-5 years,25-34,UK,Woman
1,5d2de4db914b6e001877da8f,Employed full-time,0,6,3,6,4,4,4,6,2,1,2,1,6,4,8,7,7,10,People who know me understand me better than AI does,4,3,3,2,4,"i don't use AI at work. it does make me feel more proud of my job, because we don't use AI.",if it was used in a way to help me focus on the things i enjoy more - if it could automate the more menial jobs or create lists for me to follow. ,Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),50-249 people,30-39 hours,0% (none of my tasks),6-11 months,18-24,UK,Woman
1,5e493133b4bc203a048f8ce9,Employed full-time,3,5,4,5,5,5,4,3,5,4,5,2,3,4,8,7,7,8,People who know me understand me better than AI does,4,4,5,4,4,AI at work has given my employers a blueprint as to what it thinks my output should be so this has added a little bit of pressure in the sense that it now feels like I'm not just being judged by my manager but a robot as well. ,To directly look at me and my performance and identify where I can improve rather than broadly looking at a company and sometimes saying irrelavant stuff to the role. ,Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),Not sure,30-39 hours,11-25%,3-5 years,18-24,UK,Man
1,66cfab152c56aa0472529001,Employed full-time,3,5,3,5,5,6,6,6,5,3,6,3,2,5,7,7,6,8,People who know me understand me better than AI does,3,4,4,3,4,"i see myself more in charge, i feel like im in control of my work and in a way im more assertive in my decision choices. Somedays i feel like im organising my work load in a way as the manager would","i guess if AI connected with me on a personal level and we shared thoughts, goals and values it would make me improve, this would require AI building on our memories together ",Agree,"Retail, Sales & Consumer Services","Senior specialist (highly experienced, no direct reports)",10-49 people,30-39 hours,51-75%,More than 10 years,45-54,UK,Man
1,63af557b3d4f219c3226b7d6,Employed part-time,1,6,3,6,6,6,6,7,4,4,1,1,1,5,7,8,6,7,People who know me understand me better than AI does,3,3,2,2,2,It hasn't but we do not routinely use it. I use it myself where I want clarification on things but it hasn't changed and processes. Therefore it has had very little impact so far and hasn't affected my sense of self at all. ,Nothing I can think of at the moment. Probably due to how little we use it at the moment. ,Agree,Wholesale of products manufactured by our parent company. ,Manager / Team leader (supervises others),10-49 people,20-29 hours,0% (none of my tasks),6-10 years,45-54,UK,Woman
1,67060ba466e30cdba21551d6,Employed full-time,3,5,3,5,5,4,3,4,6,4,6,6,4,5,8,8,7,8,People who know me understand me better than AI does,4,4,4,3,4,It helps me understand stuff better and it helps with faster analysis and output,NA,Agree,Health & Social Care,Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,11-25%,1-2 years,35-44,UK,Woman
1,6718b63a1e293387ef30d259,Employed full-time,3,6,5,4,5,6,6,6,5,5,3,6,5,6,8,6,4,4,People who know me understand me better than AI does,5,3,2,5,5,It has made it easier to do things but not changed me. I do have more time to lead my team though. ,If it could take on the basic tasks so i can spend more time with my team,Agree,Real Estate & Property Services,Manager / Team leader (supervises others),50-249 people,40-49 hours,26-50%,6-10 years,45-54,UK,Man
1,5d94ce7b72b4550016906484,Employed full-time,3,6,4,6,5,5,5,4,4,1,3,2,3,4,7,7,7,8,People who know me understand me better than AI does,4,4,4,4,4,"I don't think it's changed my sense of who I am - I feel that I am dumbing myself down a bit by having it draft lots of my emails, but does improve some of my messaging and increases speed slightly. ",Unsure - just making sure it doesn't fully take over,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,40-49 hours,1-10%,1-2 years,25-34,UK,Woman
1,66f5617d6ea358aa9f275019,Employed full-time,3,7,1,7,7,7,7,2,2,4,2,1,1,7,9,9,6,9,People who know me understand me better than AI does,4,3,4,2,4,AI has no bearing whatsever to whom I am at work,"At the moment, I don't believe AI has the ability to effect my identity and purpose at work either for good or bad.",Agree,"Professional, Scientific & Technical Services","Senior specialist (highly experienced, no direct reports)",10-49 people,40-49 hours,11-25%,3-5 years,45-54,UK,Man
1,572bcdbb34b25a0010ddd977,Employed full-time,3,4,2,5,6,6,7,5,6,3,5,4,2,6,7,9,6,8,People who know me understand me better than AI does,3,4,4,3,3,Not really. It helps me to be more efficient and speeds up my work allowing me to feel less stressed. I feel that I can still give my honest contribution even using AI as a supportive tool,It allows me to have more spare time todedicate to upskilling ,Agree,Manufacturing & Production,Manager / Team leader (supervises others),50-249 people,40-49 hours,26-50%,More than 10 years,45-54,UK,Man
1,5863fb02abc6690001ecd8fa,Employed part-time,2,4,6,4,3,3,5,5,4,6,4,5,7,2,6,6,3,6,People who know me understand me better than AI does,3,3,3,3,4,It has made life more complicated as we have so many programs to log into each day and I feel we are discouraged from interacting with real humans but to organise things through ai programs ,Use less of it ,Agree,Health & Social Care,Manager / Team leader (supervises others),50-249 people,20-29 hours,26-50%,More than 10 years,35-44,UK,Woman
1,5dbf5fe16849043f135aa2c0,Employed full-time,2,5,2,3,6,6,5,7,6,2,6,2,3,2,6,6,5,8,People who know me understand me better than AI does,2,3,2,2,2,"It is clawing at the door, but it does greatly concern me. I work as an editor so there is a sense that we (or a large number of editors) will be replaced within the next 5 years with few avenues for career pivots elsewhere. ",It could not. ,Agree,"Marketing, Advertising & Communications",Intermediate / Experienced (non-management professional),250-999 people,30-39 hours,1-10%,1-2 years,35-44,UK,Man
